Info 0    [12:22:28.187] Starting TS Server
Info 66   [12:28:11.465] getCompletionData: Get previous token: 0.031900000059977174
Info 67   [12:28:11.465] getCompletionsAtPosition: isCompletionListBlocker: 0.002300000051036477
Info 68   [12:28:11.465] Returning an empty list because completion was requested in an invalid position.
Info 69   [12:28:11.465] getCompletionData: Get current token: 0.009500000043772161
Info 70   [12:28:11.465] getCompletionData: Is inside comment: 0.004799999995157123
Info 71   [12:28:11.465] getCompletionData: Get previous token: 0.05700000002980232
Info 72   [12:28:11.465] getCompletionsAtPosition: isCompletionListBlocker: 0.0032999999821186066
Info 73   [12:28:11.465] Returning an empty list because completion was requested in an invalid position.
Info 74   [12:28:11.465] getCompletionData: Get current token: 0.006000000052154064
Info 75   [12:28:11.465] getCompletionData: Is inside comment: 0.002899999963119626
Info 76   [12:28:11.465] getCompletionData: Get previous token: 0.03539999993517995
Info 77   [12:28:11.465] getCompletionsAtPosition: isCompletionListBlocker: 0.002699999953620136
Info 78   [12:28:11.465] Returning an empty list because completion was requested in an invalid position.
Info 79   [12:28:11.466] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 80   [12:28:11.517] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 6 structureChanged: false structureIsReused:: Completely Elapsed: 51.50069999997504ms
Info 81   [12:28:11.517] Different program with same set of files
Info 82   [12:28:11.517] getCompletionData: Get current token: 0.007899999967776239
Info 83   [12:28:11.517] getCompletionData: Is inside comment: 0.004100000020116568
Info 84   [12:28:11.518] getCompletionData: Get previous token: 0.03739999991375953
Info 85   [12:28:11.518] getCompletionsAtPosition: isCompletionListBlocker: 0.003800000064074993
Info 86   [12:28:11.518] Returning an empty list because completion was requested in an invalid position.
Info 87   [12:28:11.518] getCompletionData: Get current token: 0.007199999992735684
Info 88   [12:28:11.518] getCompletionData: Is inside comment: 0.0030999999726191163
Info 89   [12:28:11.518] getCompletionData: Get previous token: 0.03460000001359731
Info 90   [12:28:11.518] getCompletionsAtPosition: isCompletionListBlocker: 0.002800000016577542
Info 91   [12:28:11.518] Returning an empty list because completion was requested in an invalid position.
Info 92   [12:28:11.518] getCompletionData: Get current token: 0.006599999964237213
Info 93   [12:28:11.518] getCompletionData: Is inside comment: 0.0030999999726191163
Info 94   [12:28:11.518] getCompletionData: Get previous token: 0.034499999950639904
Info 95   [12:28:11.518] getCompletionsAtPosition: isCompletionListBlocker: 0.0025000000605359674
Info 96   [12:28:11.518] Returning an empty list because completion was requested in an invalid position.
Info 97   [12:28:11.518] getCompletionData: Get current token: 0.006399999954737723
Info 98   [12:28:11.518] getCompletionData: Is inside comment: 0.0030999999726191163
Info 99   [12:28:11.518] getCompletionData: Get previous token: 0.0363999999826774
Info 100  [12:28:11.518] getCompletionsAtPosition: isCompletionListBlocker: 0.0025000000605359674
Info 101  [12:28:11.519] Returning an empty list because completion was requested in an invalid position.
Info 102  [12:28:11.519] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 103  [12:28:11.563] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 7 structureChanged: false structureIsReused:: Completely Elapsed: 43.943800000008196ms
Info 104  [12:28:11.563] Different program with same set of files
Info 105  [12:28:11.563] getCompletionData: Get current token: 0.0076000000117346644
Info 106  [12:28:11.563] getCompletionData: Is inside comment: 0.0039000000106170774
Info 107  [12:28:11.563] getCompletionData: Get previous token: 0.03680000000167638
Info 108  [12:28:11.563] getCompletionsAtPosition: isCompletionListBlocker: 0.003499999991618097
Info 109  [12:28:11.563] Returning an empty list because completion was requested in an invalid position.
Info 110  [12:28:11.563] getCompletionData: Get current token: 0.006300000008195639
Info 111  [12:28:11.563] getCompletionData: Is inside comment: 0.002899999963119626
Info 112  [12:28:11.563] getCompletionData: Get previous token: 0.03339999995660037
Info 113  [12:28:11.563] getCompletionsAtPosition: isCompletionListBlocker: 0.0029999999096617103
Info 114  [12:28:11.563] Returning an empty list because completion was requested in an invalid position.
Info 115  [12:28:11.564] getCompletionData: Get current token: 0.006099999998696148
Info 116  [12:28:11.564] getCompletionData: Is inside comment: 0.002900000079534948
Info 117  [12:28:11.564] getCompletionData: Get previous token: 0.03339999995660037
Info 118  [12:28:11.564] getCompletionsAtPosition: isCompletionListBlocker: 0.00829999998677522
Info 119  [12:28:11.564] Returning an empty list because completion was requested in an invalid position.
Info 120  [12:28:11.564] getCompletionData: Get current token: 0.006199999945238233
Info 121  [12:28:11.564] getCompletionData: Is inside comment: 0.004700000048615038
Info 122  [12:28:11.564] getCompletionData: Get previous token: 0.033100000000558794
Info 123  [12:28:11.564] getCompletionsAtPosition: isCompletionListBlocker: 0.007499999948777258
Info 124  [12:28:11.564] Returning an empty list because completion was requested in an invalid position.
Info 125  [12:28:11.564] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 126  [12:28:11.609] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 8 structureChanged: false structureIsReused:: Completely Elapsed: 45.12390000000596ms
Info 127  [12:28:11.609] Different program with same set of files
Info 128  [12:28:11.610] getCompletionData: Get current token: 0.00730000005569309
Info 129  [12:28:11.610] getCompletionData: Is inside comment: 0.0032999999821186066
Info 130  [12:28:11.610] getCompletionData: Get previous token: 0.03419999999459833
Info 131  [12:28:11.610] getCompletionsAtPosition: isCompletionListBlocker: 0.003700000001117587
Info 132  [12:28:11.610] Returning an empty list because completion was requested in an invalid position.
Info 133  [12:28:11.617] getCompletionData: Get current token: 0.007099999929778278
Info 134  [12:28:11.617] getCompletionData: Is inside comment: 0.003399999928660691
Info 135  [12:28:11.617] getCompletionData: Get previous token: 0.030700000002980232
Info 136  [12:28:11.617] getCompletionsAtPosition: isCompletionListBlocker: 0.006600000080652535
Info 137  [12:28:11.617] Returning an empty list because completion was requested in an invalid position.
Info 138  [12:28:11.617] getCompletionData: Get current token: 0.006000000052154064
Info 139  [12:28:11.617] getCompletionData: Is inside comment: 0.0026000000070780516
Info 140  [12:28:11.617] getCompletionData: Get previous token: 0.03009999997448176
Info 141  [12:28:11.617] getCompletionsAtPosition: isCompletionListBlocker: 0.0034000000450760126
Info 142  [12:28:11.617] Returning an empty list because completion was requested in an invalid position.
Info 143  [12:28:11.617] getCompletionData: Get current token: 0.005599999916739762
Info 144  [12:28:11.617] getCompletionData: Is inside comment: 0.0024999999441206455
Info 145  [12:28:11.617] getCompletionData: Get previous token: 0.029100000043399632
Info 146  [12:28:11.617] getCompletionsAtPosition: isCompletionListBlocker: 0.0023999999975785613
Info 147  [12:28:11.617] Returning an empty list because completion was requested in an invalid position.
Info 148  [12:28:11.617] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 149  [12:28:11.658] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 9 structureChanged: false structureIsReused:: Completely Elapsed: 40.51309999998193ms
Info 150  [12:28:11.658] Different program with same set of files
Info 151  [12:28:11.658] getCompletionData: Get current token: 0.008800000068731606
Info 152  [12:28:11.658] getCompletionData: Is inside comment: 0.0038999998942017555
Info 153  [12:28:11.658] getCompletionData: Get previous token: 0.04119999997783452
Info 154  [12:28:11.659] getCompletionsAtPosition: isCompletionListBlocker: 0.004400000092573464
Info 155  [12:28:11.659] Returning an empty list because completion was requested in an invalid position.
Info 156  [12:28:11.659] getCompletionData: Get current token: 0.0076000000117346644
Info 157  [12:28:11.659] getCompletionData: Is inside comment: 0.0032999999821186066
Info 158  [12:28:11.659] getCompletionData: Get previous token: 0.03619999997317791
Info 159  [12:28:11.659] getCompletionsAtPosition: isCompletionListBlocker: 0.0032000000355765224
Info 160  [12:28:11.659] Returning an empty list because completion was requested in an invalid position.
Info 161  [12:28:11.659] getCompletionData: Get current token: 0.011300000012852252
Info 162  [12:28:11.659] getCompletionData: Is inside comment: 0.0034000000450760126
Info 163  [12:28:11.659] getCompletionData: Get previous token: 0.035499999998137355
Info 164  [12:28:11.659] getCompletionsAtPosition: isCompletionListBlocker: 0.002899999963119626
Info 165  [12:28:11.659] Returning an empty list because completion was requested in an invalid position.
Info 166  [12:28:11.659] getCompletionData: Get current token: 0.006199999945238233
Info 167  [12:28:11.659] getCompletionData: Is inside comment: 0.002899999963119626
Info 168  [12:28:11.659] getCompletionData: Get previous token: 0.035499999998137355
Info 169  [12:28:11.659] getCompletionsAtPosition: isCompletionListBlocker: 0.002800000016577542
Info 170  [12:28:11.660] Returning an empty list because completion was requested in an invalid position.
Info 171  [12:28:11.660] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 172  [12:28:11.695] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 10 structureChanged: false structureIsReused:: Completely Elapsed: 35.357299999915995ms
Info 173  [12:28:11.696] Different program with same set of files
Info 174  [12:28:11.696] getCompletionData: Get current token: 0.00829999998677522
Info 175  [12:28:11.696] getCompletionData: Is inside comment: 0.0034000000450760126
Info 176  [12:28:11.696] getCompletionData: Get previous token: 0.04229999997187406
Info 177  [12:28:11.696] getCompletionsAtPosition: isCompletionListBlocker: 0.003700000001117587
Info 178  [12:28:11.696] Returning an empty list because completion was requested in an invalid position.
Info 179  [12:28:11.703] getCompletionData: Get current token: 0.007999999914318323
Info 180  [12:28:11.703] getCompletionData: Is inside comment: 0.0034000000450760126
Info 181  [12:28:11.703] getCompletionData: Get previous token: 0.03419999999459833
Info 182  [12:28:11.703] getCompletionsAtPosition: isCompletionListBlocker: 0.0039000000106170774
Info 183  [12:28:11.703] Returning an empty list because completion was requested in an invalid position.
Info 184  [12:28:11.703] getCompletionData: Get current token: 0.006399999954737723
Info 185  [12:28:11.703] getCompletionData: Is inside comment: 0.002900000079534948
Info 186  [12:28:11.703] getCompletionData: Get previous token: 0.03150000004097819
Info 187  [12:28:11.703] getCompletionsAtPosition: isCompletionListBlocker: 0.0030999999726191163
Info 188  [12:28:11.703] Returning an empty list because completion was requested in an invalid position.
Info 189  [12:28:11.704] getCompletionData: Get current token: 0.006099999998696148
Info 190  [12:28:11.704] getCompletionData: Is inside comment: 0.0026000000070780516
Info 191  [12:28:11.704] getCompletionData: Get previous token: 0.03150000004097819
Info 192  [12:28:11.704] getCompletionsAtPosition: isCompletionListBlocker: 0.003100000089034438
Info 193  [12:28:11.704] Returning an empty list because completion was requested in an invalid position.
Info 194  [12:28:11.704] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 195  [12:28:11.745] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 11 structureChanged: false structureIsReused:: Completely Elapsed: 40.116700000013225ms
Info 196  [12:28:11.745] Different program with same set of files
Info 197  [12:28:11.745] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 198  [12:28:11.783] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 12 structureChanged: false structureIsReused:: Completely Elapsed: 37.00359999993816ms
Info 199  [12:28:11.783] Different program with same set of files
Info 200  [12:28:14.940] DirectoryWatcher:: Triggered with f:/dev/matrix-js-client/node_modules/.cache/babel-loader/7cd624c668bc1560e486816653554f69.json :: WatchInfo: f:/dev/matrix-js-client/node_modules 1 undefined WatchType: node_modules for closed script infos and package.jsons affecting module specifier cache
Info 201  [12:28:14.941] Elapsed:: 0.21460000006482005ms DirectoryWatcher:: Triggered with f:/dev/matrix-js-client/node_modules/.cache/babel-loader/7cd624c668bc1560e486816653554f69.json :: WatchInfo: f:/dev/matrix-js-client/node_modules 1 undefined WatchType: node_modules for closed script infos and package.jsons affecting module specifier cache
Info 202  [12:28:14.941] DirectoryWatcher:: Triggered with f:/dev/matrix-js-client/node_modules/.cache/babel-loader/7cd624c668bc1560e486816653554f69.json :: WatchInfo: f:/dev/matrix-js-client/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 203  [12:28:14.941] Elapsed:: 0.10579999990295619ms DirectoryWatcher:: Triggered with f:/dev/matrix-js-client/node_modules/.cache/babel-loader/7cd624c668bc1560e486816653554f69.json :: WatchInfo: f:/dev/matrix-js-client/node_modules 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 204  [12:28:14.941] DirectoryWatcher:: Triggered with f:/dev/matrix-js-client/node_modules/.cache/babel-loader/7cd624c668bc1560e486816653554f69.json :: WatchInfo: f:/dev/matrix-js-client/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 205  [12:28:14.941] Elapsed:: 0.011399999959394336ms DirectoryWatcher:: Triggered with f:/dev/matrix-js-client/node_modules/.cache/babel-loader/7cd624c668bc1560e486816653554f69.json :: WatchInfo: f:/dev/matrix-js-client/node_modules 1 undefined Project: /dev/null/autoImportProviderProject1* WatchType: Failed Lookup Locations
Info 206  [12:28:23.844] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 207  [12:28:23.879] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 13 structureChanged: false structureIsReused:: Completely Elapsed: 34.92959999991581ms
Info 208  [12:28:23.879] Different program with same set of files
Info 209  [12:28:25.136] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 210  [12:28:25.175] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 14 structureChanged: false structureIsReused:: Completely Elapsed: 38.39979999989737ms
Info 211  [12:28:25.175] Different program with same set of files
Info 212  [12:28:26.584] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 213  [12:28:26.627] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 15 structureChanged: false structureIsReused:: Completely Elapsed: 43.69549999991432ms
Info 214  [12:28:26.627] Different program with same set of files
Info 215  [12:28:26.633] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 216  [12:28:26.677] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 16 structureChanged: false structureIsReused:: Completely Elapsed: 43.70800000010058ms
Info 217  [12:28:26.677] Different program with same set of files
Info 218  [12:28:26.677] getCompletionData: Get current token: 0.013999999966472387
Info 219  [12:28:26.677] getCompletionData: Is inside comment: 0.005000000004656613
Info 220  [12:28:26.677] getCompletionData: Get previous token: 0.08759999996982515
Info 221  [12:28:26.678] getCompletionsAtPosition: isCompletionListBlocker: 0.22340000001713634
Info 222  [12:28:26.719] Starting updateGraphWorker: Project: /dev/null/autoImportProviderProject1*
Info 223  [12:28:26.722] Finishing updateGraphWorker: Project: /dev/null/autoImportProviderProject1* Version: 2 structureChanged: false structureIsReused:: Not Elapsed: 2.9324000000488013ms
Info 224  [12:28:26.722] getExportInfoMap: cache miss or empty; calculating new results
Info 225  [12:28:27.099] forEachExternalModuleToImportFrom autoImportProvider: 208.51170000003185
Info 226  [12:28:27.099] getExportInfoMap: done in 414.8110999999335 ms
Info 227  [12:28:27.123] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 228  [12:28:27.123] collectAutoImports: response is complete
Info 229  [12:28:27.123] collectAutoImports: 23.67020000005141
Info 230  [12:28:27.123] getCompletionData: Semantic work: 444.99439999996684
Info 231  [12:28:27.141] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 18.110099999932572
Info 232  [12:28:27.148] getCompletionData: Get current token: 0.013900000019930303
Info 233  [12:28:27.148] getCompletionData: Is inside comment: 0.005400000023655593
Info 234  [12:28:27.148] getCompletionData: Get previous token: 0.08719999995082617
Info 235  [12:28:27.148] getCompletionsAtPosition: isCompletionListBlocker: 0.012600000016391277
Info 236  [12:28:27.154] getExportInfoMap: cache hit
Info 237  [12:28:27.170] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 238  [12:28:27.170] collectAutoImports: response is complete
Info 239  [12:28:27.170] collectAutoImports: 16.663500000024214
Info 240  [12:28:27.170] getCompletionData: Semantic work: 22.652599999913946
Info 241  [12:28:27.187] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 16.061699999962002
Info 242  [12:28:27.194] getCompletionData: Get current token: 0.015100000076927245
Info 243  [12:28:27.194] getCompletionData: Is inside comment: 0.005100000067614019
Info 244  [12:28:27.194] getCompletionData: Get previous token: 0.09230000001844019
Info 245  [12:28:27.194] getCompletionsAtPosition: isCompletionListBlocker: 0.014199999975971878
Info 246  [12:28:27.198] getExportInfoMap: cache hit
Info 247  [12:28:27.209] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 248  [12:28:27.209] collectAutoImports: response is complete
Info 249  [12:28:27.209] collectAutoImports: 10.286399999982677
Info 250  [12:28:27.209] getCompletionData: Semantic work: 14.398699999903329
Info 251  [12:28:27.223] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.335399999981746
Info 252  [12:28:27.228] getCompletionData: Get current token: 0.014900000067427754
Info 253  [12:28:27.228] getCompletionData: Is inside comment: 0.005299999960698187
Info 254  [12:28:27.228] getCompletionData: Get previous token: 0.09629999997559935
Info 255  [12:28:27.228] getCompletionsAtPosition: isCompletionListBlocker: 0.014800000004470348
Info 256  [12:28:27.232] getExportInfoMap: cache hit
Info 257  [12:28:27.242] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 258  [12:28:27.242] collectAutoImports: response is complete
Info 259  [12:28:27.242] collectAutoImports: 10.169699999969453
Info 260  [12:28:27.242] getCompletionData: Semantic work: 13.507800000021234
Info 261  [12:28:27.251] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.935100000002421
Info 262  [12:28:27.356] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 263  [12:28:27.397] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 17 structureChanged: false structureIsReused:: Completely Elapsed: 40.69459999992978ms
Info 264  [12:28:27.397] Different program with same set of files
Info 265  [12:28:27.398] getCompletionData: Get current token: 0.012300000060349703
Info 266  [12:28:27.398] getCompletionData: Is inside comment: 0.004199999966658652
Info 267  [12:28:27.398] getCompletionData: Get previous token: 0.0834000000031665
Info 268  [12:28:27.398] getCompletionsAtPosition: isCompletionListBlocker: 0.012400000006891787
Info 269  [12:28:27.400] getExportInfoMap: cache hit
Info 270  [12:28:27.436] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 271  [12:28:27.437] collectAutoImports: response is complete
Info 272  [12:28:27.437] collectAutoImports: 36.06400000001304
Info 273  [12:28:27.437] getCompletionData: Semantic work: 38.78240000002552
Info 274  [12:28:27.448] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.294200000003912
Info 275  [12:28:27.452] getCompletionData: Get current token: 0.014299999922513962
Info 276  [12:28:27.452] getCompletionData: Is inside comment: 0.005000000004656613
Info 277  [12:28:27.452] getCompletionData: Get previous token: 0.09739999996963888
Info 278  [12:28:27.452] getCompletionsAtPosition: isCompletionListBlocker: 0.013599999947473407
Info 279  [12:28:27.457] getExportInfoMap: cache hit
Info 280  [12:28:27.471] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 281  [12:28:27.471] collectAutoImports: response is complete
Info 282  [12:28:27.471] collectAutoImports: 13.596200000029057
Info 283  [12:28:27.471] getCompletionData: Semantic work: 18.16850000002887
Info 284  [12:28:27.486] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 14.0667999999132
Info 285  [12:28:27.490] getCompletionData: Get current token: 0.014300000038929284
Info 286  [12:28:27.490] getCompletionData: Is inside comment: 0.005099999951198697
Info 287  [12:28:27.490] getCompletionData: Get previous token: 0.08819999999832362
Info 288  [12:28:27.490] getCompletionsAtPosition: isCompletionListBlocker: 0.017699999967589974
Info 289  [12:28:27.493] getExportInfoMap: cache hit
Info 290  [12:28:27.508] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 291  [12:28:27.509] collectAutoImports: response is complete
Info 292  [12:28:27.509] collectAutoImports: 15.709299999987707
Info 293  [12:28:27.509] getCompletionData: Semantic work: 18.486400000052527
Info 294  [12:28:27.514] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.738299999968149
Info 295  [12:28:27.518] getCompletionData: Get current token: 0.013100000098347664
Info 296  [12:28:27.518] getCompletionData: Is inside comment: 0.004500000039115548
Info 297  [12:28:27.518] getCompletionData: Get previous token: 0.08330000005662441
Info 298  [12:28:27.518] getCompletionsAtPosition: isCompletionListBlocker: 0.015200000023469329
Info 299  [12:28:27.520] getExportInfoMap: cache hit
Info 300  [12:28:27.530] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 301  [12:28:27.530] collectAutoImports: response is complete
Info 302  [12:28:27.530] collectAutoImports: 9.82660000002943
Info 303  [12:28:27.530] getCompletionData: Semantic work: 12.27600000007078
Info 304  [12:28:27.534] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.142400000011548
Info 305  [12:28:27.537] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 306  [12:28:27.573] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 18 structureChanged: false structureIsReused:: Completely Elapsed: 35.819699999992736ms
Info 307  [12:28:27.573] Different program with same set of files
Info 308  [12:28:27.577] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 309  [12:28:27.608] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 19 structureChanged: false structureIsReused:: Completely Elapsed: 30.70669999998063ms
Info 310  [12:28:27.608] Different program with same set of files
Info 311  [12:28:27.709] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 312  [12:28:27.739] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 20 structureChanged: false structureIsReused:: Completely Elapsed: 30.111000000033528ms
Info 313  [12:28:27.739] Different program with same set of files
Info 314  [12:28:27.739] getCompletionData: Get current token: 0.011900000041350722
Info 315  [12:28:27.739] getCompletionData: Is inside comment: 0.004099999903701246
Info 316  [12:28:27.739] getCompletionData: Get previous token: 0.09739999996963888
Info 317  [12:28:27.739] getCompletionsAtPosition: isCompletionListBlocker: 0.012800000025890768
Info 318  [12:28:27.743] getExportInfoMap: cache hit
Info 319  [12:28:27.776] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 320  [12:28:27.776] collectAutoImports: response is complete
